1, 1.680991
2, 1.588419
3, 1.588545
4, 1.468259
5, 1.477077
6, 1.231169
7, 1.177811
8, 1.131186
9, 1.084941
10, 1.101608
11, 0.947441
12, 0.987854
13, 1.043664
14, 0.895405
15, 0.882328
16, 0.893618
17, 0.878606
18, 0.916623
19, 0.837932
20, 0.842891
21, 0.773834
22, 0.806971
23, 0.725583
24, 0.675665
25, 0.617010
26, 0.565825
27, 0.521720
28, 0.513940
29, 0.510227
30, 0.456039
31, 0.466625
32, 0.421799
33, 0.415861
34, 0.390000
35, 0.349740
36, 0.323350
37, 0.327972
38, 0.285681
39, 0.273091
40, 0.265060
41, 0.238537
42, 0.234603
43, 0.219586
44, 0.184000
45, 0.165805
46, 0.167942
47, 0.166646
48, 0.145335
49, 0.140096
50, 0.129693
51, 0.127503
52, 0.129863
53, 0.120533
54, 0.109626
55, 0.106621
56, 0.099471
57, 0.095125
58, 0.080634
59, 0.084551
60, 0.076989
61, 0.074978
62, 0.071744
63, 0.069593
64, 0.065010
65, 0.061333
66, 0.058955
67, 0.055461
68, 0.054968
69, 0.055458
70, 0.051123
71, 0.052220
72, 0.052123
73, 0.047350
74, 0.046853
75, 0.046315
76, 0.044850
77, 0.041193
78, 0.042506
79, 0.043404
80, 0.040508
81, 0.040190
82, 0.036816
83, 0.036204
84, 0.034651
85, 0.035606
86, 0.034758
87, 0.032707
88, 0.034046
89, 0.031474
90, 0.031589
91, 0.032458
92, 0.029551
93, 0.028048
94, 0.029230
95, 0.028715
96, 0.028433
97, 0.025673
98, 0.026375
99, 0.025099
100, 0.026636
101, 0.024786
102, 0.023898
103, 0.025292
104, 0.024565
105, 0.023448
106, 0.022072
107, 0.023415
108, 0.023831
109, 0.026370
110, 0.021348
111, 0.021359
112, 0.021123
113, 0.021603
114, 0.020370
115, 0.019813
116, 0.019481
117, 0.019541
118, 0.019735
119, 0.020698
120, 0.020504
121, 0.022344
122, 0.025098
123, 0.024611
124, 0.020151
125, 0.018107
126, 0.018204
127, 0.018694
128, 0.017811
129, 0.017663
130, 0.017556
131, 0.018896
132, 0.017159
133, 0.019628
134, 0.018256
135, 0.015367
136, 0.015151
137, 0.016066
138, 0.014466
139, 0.015514
140, 0.013734
141, 0.013944
142, 0.014934
143, 0.014952
144, 0.014145
145, 0.013437
146, 0.013825
147, 0.012933
148, 0.012627
149, 0.013504
150, 0.016947
151, 0.023074
152, 0.031847
153, 0.030590
154, 0.017443
155, 0.027521
156, 0.017420
157, 0.019908
158, 0.020191
159, 0.016895
160, 0.017062
161, 0.017331
162, 0.016664
163, 0.013753
164, 0.015787
165, 0.015734
166, 0.014049
167, 0.013791
168, 0.013266
169, 0.013907
170, 0.013644
171, 0.013013
172, 0.013311
173, 0.012253
174, 0.011728
175, 0.011024
176, 0.011992
177, 0.010242
178, 0.011154
179, 0.010154
180, 0.011072
181, 0.009790
182, 0.010683
183, 0.009623
184, 0.010587
185, 0.009931
186, 0.010968
187, 0.011529
188, 0.012123
189, 0.011976
190, 0.010617
191, 0.009140
192, 0.009124
193, 0.010484
194, 0.011107
195, 0.011147
196, 0.010029
197, 0.009198
198, 0.009018
199, 0.010415
200, 0.011205
201, 0.010668
202, 0.008970
203, 0.008335
204, 0.008900
205, 0.009056
206, 0.008571
207, 0.009126
208, 0.009158
209, 0.008728
210, 0.008775
211, 0.010162
212, 0.009417
213, 0.009104
214, 0.009651
215, 0.009018
216, 0.007548
217, 0.007969
218, 0.008600
219, 0.008513
220, 0.008736
221, 0.008472
222, 0.008299
223, 0.007686
224, 0.007648
225, 0.007816
226, 0.007501
227, 0.007442
228, 0.007450
229, 0.007347
230, 0.007443
231, 0.007908
232, 0.008213
233, 0.008529
234, 0.008989
235, 0.008637
236, 0.008283
237, 0.007336
238, 0.006978
239, 0.007358
240, 0.007623
241, 0.007423
242, 0.007179
243, 0.007983
244, 0.009043
245, 0.009147
246, 0.007062
247, 0.007789
248, 0.009930
249, 0.009680
250, 0.007618
251, 0.008359
252, 0.007693
253, 0.006598
254, 0.007664
255, 0.007104
256, 0.006927
257, 0.007742
258, 0.007185
259, 0.006414
260, 0.006585
261, 0.006442
262, 0.006351
263, 0.006696
264, 0.006598
265, 0.006905
266, 0.007105
267, 0.006927
268, 0.007288
269, 0.008168
270, 0.009103
271, 0.009357
272, 0.007815
273, 0.006051
274, 0.007214
275, 0.007814
276, 0.006470
277, 0.007066
278, 0.007430
279, 0.006320
280, 0.006667
281, 0.006878
282, 0.006352
283, 0.006021
284, 0.006607
285, 0.006167
286, 0.006218
287, 0.007223
288, 0.007043
289, 0.007444
290, 0.008714
291, 0.008060
292, 0.006495
293, 0.006294
294, 0.006368
295, 0.006497
296, 0.006611
297, 0.006192
298, 0.005796
299, 0.006048
300, 0.006529
301, 0.006390
302, 0.005984
303, 0.006034
304, 0.006324
305, 0.006646
306, 0.006801
307, 0.006922
308, 0.006852
309, 0.007107
310, 0.006893
311, 0.006086
312, 0.006045
313, 0.006886
314, 0.006374
315, 0.005981
316, 0.006310
317, 0.006019
318, 0.005941
319, 0.006604
320, 0.006312
321, 0.007461
322, 0.008429
323, 0.006777
324, 0.006230
325, 0.006565
326, 0.006139
327, 0.005969
328, 0.006000
329, 0.006664
330, 0.006789
331, 0.006739
332, 0.006224
333, 0.005652
334, 0.006333
335, 0.006104
336, 0.005905
337, 0.005800
338, 0.005751
339, 0.005398
340, 0.005338
341, 0.005780
342, 0.005471
343, 0.005321
344, 0.005489
345, 0.005433
346, 0.005265
347, 0.005394
348, 0.005989
349, 0.006067
350, 0.006009
351, 0.005955
352, 0.005714
353, 0.005903
354, 0.006747
355, 0.006914
356, 0.006609
357, 0.005556
358, 0.006116
359, 0.006805
360, 0.006696
361, 0.006028
362, 0.005635
363, 0.005780
364, 0.005711
365, 0.006310
366, 0.006020
367, 0.006152
368, 0.005585
369, 0.005679
370, 0.005819
371, 0.005853
372, 0.005506
373, 0.005981
374, 0.005355
375, 0.005285
376, 0.005681
377, 0.005158
378, 0.005413
379, 0.005559
380, 0.005246
381, 0.005164
382, 0.004978
383, 0.005052
384, 0.005472
385, 0.005909
386, 0.006431
387, 0.006954
388, 0.006120
389, 0.005457
390, 0.005080
391, 0.005537
392, 0.005499
393, 0.005090
394, 0.005307
395, 0.005892
396, 0.005410
397, 0.004989
398, 0.005280
399, 0.005376
400, 0.005375
401, 0.005569
402, 0.005765
403, 0.005311
404, 0.004930
405, 0.005057
406, 0.005194
407, 0.005442
408, 0.005659
409, 0.005911
410, 0.005936
411, 0.005159
412, 0.005233
413, 0.005430
414, 0.005199
415, 0.005009
416, 0.005071
417, 0.005042
418, 0.005164
419, 0.004836
420, 0.004983
421, 0.005027
422, 0.004843
423, 0.004985
424, 0.005033
425, 0.004826
426, 0.004840
427, 0.005066
428, 0.004975
429, 0.004760
430, 0.004721
431, 0.005014
432, 0.005170
433, 0.005259
434, 0.005089
435, 0.005217
436, 0.005460
437, 0.005063
438, 0.004903
439, 0.004933
440, 0.005168
441, 0.005597
442, 0.006548
443, 0.008840
444, 0.007101
445, 0.004945
446, 0.007144
447, 0.007137
448, 0.005192
449, 0.006152
450, 0.005652
451, 0.005150
452, 0.005756
453, 0.004947
454, 0.005128
455, 0.005157
456, 0.004947
457, 0.004908
458, 0.004739
459, 0.004754
460, 0.004835
461, 0.004965
462, 0.004871
463, 0.004694
464, 0.004805
465, 0.004745
466, 0.004805
467, 0.004812
468, 0.004842
469, 0.004802
470, 0.004779
471, 0.005072
472, 0.005399
473, 0.006178
474, 0.006541
475, 0.005698
476, 0.004831
477, 0.005356
478, 0.005336
479, 0.004996
480, 0.004772
481, 0.004710
482, 0.004786
483, 0.004931
484, 0.004794
485, 0.004732
486, 0.004705
487, 0.004698
488, 0.004614
489, 0.004669
490, 0.004440
491, 0.004464
492, 0.004638
493, 0.004484
494, 0.004608
495, 0.004473
496, 0.004522
497, 0.004642
498, 0.004671
499, 0.004687
500, 0.004893
501, 0.005937
502, 0.008954
503, 0.011438
504, 0.006284
505, 0.007746
506, 0.007879
507, 0.005096
508, 0.007570
509, 0.005924
510, 0.006568
511, 0.005678
512, 0.005738
513, 0.005818
514, 0.005222
515, 0.005651
516, 0.004934
517, 0.005601
518, 0.004787
519, 0.005526
520, 0.004900
521, 0.004999
522, 0.005015
523, 0.004754
524, 0.004940
525, 0.004889
526, 0.004900
527, 0.004658
528, 0.004734
529, 0.004613
530, 0.004817
531, 0.004620
532, 0.005033
533, 0.004662
534, 0.004766
535, 0.004628
536, 0.004473
537, 0.004729
538, 0.004662
539, 0.004611
540, 0.004452
541, 0.004577
542, 0.004671
543, 0.004680
544, 0.004694
545, 0.004592
546, 0.004468
547, 0.004522
548, 0.004474
549, 0.004530
550, 0.004486
551, 0.004478
552, 0.004457
553, 0.004381
554, 0.004653
555, 0.005031
556, 0.005663
557, 0.006259
558, 0.005596
559, 0.004426
560, 0.004973
561, 0.005730
562, 0.004726
563, 0.004744
564, 0.005401
565, 0.004760
566, 0.004485
567, 0.005040
568, 0.004763
569, 0.004860
570, 0.005011
571, 0.004860
572, 0.004723
573, 0.004749
574, 0.004721
575, 0.004630
576, 0.004480
577, 0.004607
578, 0.004497
579, 0.004358
580, 0.004456
581, 0.004363
582, 0.004463
583, 0.004340
584, 0.004333
585, 0.004503
586, 0.004447
587, 0.004397
588, 0.004559
589, 0.004751
590, 0.004660
591, 0.004696
592, 0.004765
593, 0.004581
594, 0.004187
595, 0.004561
596, 0.004673
597, 0.004684
598, 0.004362
599, 0.004397
600, 0.004486
601, 0.004422
602, 0.004499
603, 0.004537
604, 0.004566
605, 0.004306
606, 0.004418
607, 0.004489
608, 0.004366
609, 0.004322
610, 0.004283
611, 0.004490
612, 0.004250
613, 0.004403
614, 0.004211
615, 0.004651
616, 0.004438
617, 0.004596
618, 0.004514
619, 0.004602
620, 0.004731
621, 0.005522
622, 0.006158
623, 0.006159
624, 0.005020
625, 0.004897
626, 0.005570
627, 0.005704
628, 0.004878
629, 0.005066
630, 0.005270
631, 0.004453
632, 0.005074
633, 0.004725
634, 0.004640
635, 0.004705
636, 0.004426
637, 0.004656
638, 0.004423
639, 0.004423
640, 0.004258
641, 0.004374
642, 0.004381
643, 0.004376
644, 0.004312
645, 0.004200
646, 0.004465
647, 0.004296
648, 0.004196
649, 0.004170
650, 0.004404
651, 0.004134
652, 0.004266
653, 0.004414
654, 0.004226
655, 0.004343
656, 0.004161
657, 0.004306
658, 0.004162
659, 0.004148
660, 0.004415
661, 0.004416
662, 0.004308
663, 0.004438
664, 0.004857
665, 0.005065
666, 0.004476
667, 0.004381
668, 0.004474
669, 0.004611
670, 0.004554
671, 0.004563
672, 0.004359
673, 0.004269
674, 0.004719
675, 0.004332
676, 0.004369
677, 0.004654
678, 0.004652
679, 0.004503
680, 0.004286
681, 0.004424
682, 0.004197
683, 0.004362
684, 0.004302
685, 0.004488
686, 0.004797
687, 0.004623
688, 0.004341
689, 0.004383
690, 0.004780
691, 0.004512
692, 0.004249
693, 0.004459
694, 0.004384
695, 0.004211
696, 0.004310
697, 0.004395
698, 0.004446
699, 0.004339
700, 0.004467
701, 0.004229
702, 0.004160
703, 0.004267
704, 0.004486
705, 0.004134
706, 0.004054
707, 0.004499
708, 0.004115
709, 0.004005
710, 0.004303
711, 0.004209
712, 0.004156
713, 0.004392
714, 0.004558
715, 0.004443
716, 0.004546
717, 0.004581
718, 0.004428
719, 0.004231
720, 0.004364
721, 0.004136
722, 0.004295
723, 0.004677
724, 0.004397
725, 0.004103
726, 0.004355
727, 0.004548
728, 0.004461
729, 0.004187
730, 0.004089
731, 0.004614
732, 0.004743
733, 0.004585
734, 0.004330
735, 0.004339
736, 0.004544
737, 0.004323
738, 0.004256
739, 0.004435
740, 0.004330
741, 0.004127
742, 0.004268
743, 0.004245
744, 0.004254
